Ticket Number,Agent,Priority,Subject,Tags,Conversation Summary
5783,101021676705.0,2,SSO issues for bp B2B users,"Cintoo Cloud, SSO","Sorry, here is the message that they are receiving. I'm pretty confident based on the message that t | Leonardo Hidd Fonteles Thomas Corvazier Hi could you check this. It is for the US BP account: bpwest | Hi Christopher,    Your account bpwest.cintoo.cloud is configured to force all the users to login wi | Thomas,

Thank you. I am working with our IT team, but I thought I would check. We have had SSO si | Simon Shaw Salomon Mayengue FYI | Thomas Corvazier see the email from BP last week below, there is a 99% chance they broke the applica | We are waiting on the customers IT Team correct | Have we followed up with BP to ensure they corrected the application setup and user provisioning in  | João-Carlos Pereira Fialho I am checking back on this ticket to see where we stand on the process fo | John Tapia the CSM is Steven, but the issue is to see with SRE team | João-Carlos Pereira Fialho Steven Tan Thanks Joao for that information  | Not really for SRE since there is nothing to do on Cintoo side and the customer already acknowledged | Hello

If there is an issue, then Chris Anderson should contact Kingsley Ebruke Kingsley.Ebruke@uk"
5782,,2,Re: Cintoo Demo,Cintoo Cloud,"Nicholas Czarnick Steven Tan João-Carlos Pereira Fialho I believe this ticket belongs to you for a d | Not for me as this is an Alex customer, so it is a US based. I assume he is on AEC sector (to be che | Hey Joao,

I will get in touch with Alexander. Thank you!

To schedule a meeting click here<http | I have got this.

To schedule a meeting click here<https://meetings.hubspot.com/alex-galvan>

Al | Ange Abou What should we do with this ticket who do we assign it to  | Alex Galvan I wanted to know what would you like for us to do with the ticket  | Hi John,

We can close this out, I am working with him.

Thanks!

To schedule a meeting click "
5781,101037953612.0,2,FW: Cintoo - Scan capacity increase,Billing,"Simon Shaw      Hello,     Subscription upgraded to 2,000 scans + BCM. Next invoice will reach 541.9"
5776,101053189816.0,2,how to convert xyz values to longitude and latitude values,Cintoo Cloud,"John Tapia the fisrt answer is No. But you can ask to understand the need/use case, what the ueser i | Hi Sumith,    At this time no. But can I ask the need and use case to what you are trying to achieve"
5775,101026576803.0,1,Warning: User Sylvain LEMASSON working for Competitor,Cintoo Cloud,"Ange Abou Leonardo Hidd Fonteles What do we do with this ticket  | @John, this ticket is more about João informing us (support) and sales team to be careful when this  | John Tapia Leonardo Hidd Fonteles yes right, it can be closed, and hopefully everyone noted this use"
5774,101053189816.0,2,Need clarification,Cintoo Cloud,"John Tapia The first answer would be No, but need to clarify, the 360° images exported from Cintoo ( | see also ticket #5776 that looks like to be somehow linked | Hi Drakshayani,    At this time no, but I need to clarify that  the 360° images exported from Cintoo"
5771,101021676710.0,2,Teleportation feature,Cintoo Cloud,"Martial Marchesseau Tatiana Samusina Feature Request | Leonardo Hidd Fonteles Tatiana Samusina Martial Marchesseau Hi, BP want to know when the Teleportati | Hi Raksapadjar,  
   
   
   Sorry for the very late reply, you have probably noticed that we have r | Hi no problem, the feature is awesome.

Regards,
Raksa

"
5769,101021676703.0,2,Cintoo Links,"shared url, Cintoo Cloud","Hi Marco,    Can you provide a link for me and add me to the project so I can see if it happens as w | Hi John,

These two projects it happens most often:


  1.  Timmins WFP Backwash Upgrades: http | John Tapia I will take this one | Hi Marco,    John has looped me in on your inquiry. When you say ""new generated links"" and  ""new lin | Hi Nicholas, yes that’s the exact link I’m referring to.
I turn on the ‘Require a user to be a memb | I was able to open up the project just FYI | Hi Marco,    Thanks for confirming. Do you disable the expiration date setting before generating the | Nick, we can confirm that the 2 shared links that Marco sent us have a expiration date set: | Hi Marco,    Following up on this item. Make sure to disable the expiration date setting before gene | Hi Nicholas,

I think that was the issue…thanks for the support!

Thanks,

Marco Angilletta - "
5767,101053189816.0,2,Specific name for 3D view in Revit for uploading BIM Model by ACC,"Revit, Cintoo Cloud","Nicholas Czarnick Hey Nick I don't have Revit to recreate this  | John Tapia This is a feature request. Currently there is no mechanism to control/select which 3D vie | Martial Marchesseau This is a feature request  | Omar Zerhouni does the Autodesk SDK allows to access Revit 3D views? If so we can imagine to store o | Hey John Tapia, for everything related to import, dont hesitate to refer to me.     @Martial, I will | Omar Zerhouni Do we have the Jira ticket for this feature request | John Tapia added the reference for JIRA ticket"
5764,,2,RE: Cintoo Educational PO,,"Dear Daniel,
Many thanks.
Can Francesco use the same account he already has? Or does he need to
c | Daniel Chamorro      Hi Daniel,     Can you send me the PO ?      Thanks,     Caro | Hi Caroline,

See attached.

Best regards,
Daniel

 | Hello     Invoice sent  Follow-up sales & Orion adjusted | Hi Giorgia,

Francesco should now be able to access his new Cintoo account.

Best regards,
Dani | Dear Daniel,
Many thanks.
Everything works fine.
Kind Regards and have a great weekend
Giorgia
"
5763,101021676703.0,2,Cintoo connect luanching errors,Cintoo Connect,"Hi Jeff,    Sorry that you’re having an issue.   From what I see from your copy-paste of the message | John Tapia Nicholas Czarnick John can you merge with the previous ticket still opened 5763  Nick, It | João-Carlos Pereira Fialho thanks for the heads up, I will merge the ticket and follow up with the u | Tickets with IDs 5808 is merged into this ticket. | Merged from ticket 5808  
      Subject:   
      Description:  
 Hello Cintoo Support,  
 
 
 [Plea | Hi Jeff,     Ange has looped me in on your inquiry. Are you trying to upload files to a Cintoo proje | Hello Nicholas,

Thanks for the quick response.

How can I log in and get access to this platfor | Hi Jeff,    Currently there is an active, paid CIMA Cintoo subscription with many different active p | Sure, I will do this advise.  I will ask someone to invite directly to a CIMA Cintoo project.

Tha | Hi Jeff,    Sounds good, here is an article with more information once you are invited to a Cintoo p"
5761,101037953612.0,2,FW: NZ Steel Upgrade/Renewal - Cintoo plan upgrade,,"Simon Shaw      Thanks Simon,     i'll handle this quote on Monday     Cheers,     Caroline | Simon Shaw      Hello Simon,     Invoice sent  Follow-up sales adjusted  Orion upgraded on 02/27    "
5759,101095952946.0,1,Subscriptions Allowing Overcapacity,"Redash, AEC-5727, AEC-5733","Thomas Corvazier Please check Active paid plans when you have time and let me know if these values a | yes data looks correct at least it's consistent with data in Orion, I'm still not sure why this happ | I notified webapp team about it, will let you know | Thomas Corvazier Thanks! Changed the title of this ticket to ""Subscriptions Allowing Overcapacity"" f | On it. Will post updates in internal ticket : https://cintoo.atlassian.net/browse/AEC-5727 | Bug spotted and its fix is under validation. | Jira issue status changed to Write Spec -(Olivier Beltrando) added this comment | Jira issue status changed to Dev Review -(Olivier Beltrando) added this comment | Jira issue status changed to Ready -(Olivier Beltrando) added this comment | Jira issue status changed to In Progress -(Olivier Beltrando) added this comment | Jira issue status changed to Code Review -(Olivier Beltrando) added this comment | Hi Nicholas Czarnick,  the corresponding bug was found and fixed by Olivier Beltrando (though not de | Tatiana Samusina Got it, thanks! I've communicated to the customer their options to free up capacity | Jira issue status changed to To be Integrated -(Tania Samusina) added this comment | Jira issue status changed to Closed -(Tania Samusina) added this comment"
5758,,2,Automatic reply: Haskell Cintoo Site - Black Screen on 360 Photos,Invalid,
5757,101095952946.0,2,Branding for Nikotec GmbH,"Cintoo Cloud, Custom Branding, AEC-5726","Nicholas Czarnick Steven Tan João-Carlos Pereira Fialho Anyone working with them on custom branding  | John Tapia Joao is working with this customer, but WebApp Dev group handles the implementation for c | Just wanting to check on the next steps for this customer  | Jira ticket created and added to sprint 38.  [AEC-5726] Implement custom branding for Nikotec - Jira | Jira issue status changed to Dev Review -(Claire Onidi) added this comment | Jira issue status changed to Ready -(Jérôme Allasia) added this comment | Jira issue status changed to In Progress -(Automation for Jira) added this comment | Jira issue status changed to Code Review -(Automation for Jira) added this comment | Jira issue status changed to QA Validation -(Jérôme Allasia) added this comment | Jira issue status changed to In Progress -(Claire Onidi) added this comment | Jira issue status changed to Code Review -(Laurent Llorca) added this comment | Jira issue status changed to QA Validation -(Laurent Llorca) added this comment | Jira issue status changed to To be Integrated -(Claire Onidi) added this comment | Jira issue status changed to In Dev -(Automation for Jira) added this comment | Jira issue status changed to Validated -(Claire Onidi) added this comment | Jira issue status changed to Closed -(Cintoo Bot) added this comment | John Tapia the branding for Nikotec is deployed. | Hi Hb@nikotec-gmbh.,    Good Day the Branding has been deployed to your account can you please verif | Hello John,

thanks for the information.

 

Is it possible that the blue markings and blaks a | @John, you can let the user know that it is not possible for now, but this is something we are consi | Hi Hb@nikotec-gmbh.,    At this time this is not possible right now but this is something we are con"
